event_id,user_id,session_id,event_time,event_type,page,referrer
EVT-JZFUDI4SP7QF,707,SES-8BWNAZMPWB,2025-11-14 10:08:12,scroll,/products,google
EVT-Q9N04FDTZJ2L,1929,SES-0F4X6VVWNH,2025-09-13 14:38:05,click,/cart,email
EVT-72V08KTRPW3H,4980,SES-83FI4OJAIP,2025-11-04 01:18:13,click,/products,direct
EVT-HIGVUMMWCMZX,2799,SES-XEM242YHFE,2025-09-29 13:26:41,search,/checkout,email
EVT-8J5MS20T3T9L,1178,SES-5WMD9LAEC8,2025-08-01 06:59:50,search,/checkout,google
EVT-P2E2ASOEVGKH,154,SES-FB947E6K52,2025-08-19 09:03:25,page_view,/account,direct
EVT-250CVGFGM1TM,30,SES-BI86MTZHSP,2025-09-02 06:00:46,search,/products,direct
EVT-27O19QTG15XD,3312,SES-3V5VS0JZWL,2025-10-30 12:37:58,add_to_cart,/support,direct
EVT-82IJKUV2VXO3,3827,SES-SD4TR4GSE7,2025-08-24 07:29:17,page_view,/checkout,google
EVT-PEOJ3M48NGC4,4787,SES-4V5DM5NQPT,2025-10-22 22:44:20,page_view,/support,direct
EVT-XAIC0DHNHWEK,1875,SES-S0MMBBSU04,2025-12-03 16:28:16,page_view,/home,affiliate
EVT-QDVNAB87FRBO,237,SES-W4JSNYM31S,2025-12-31 10:52:55,click,/products,social
EVT-O703B95OHS7A,2186,SES-K0540SEJOK,2025-12-17 10:16:50,add_to_cart,/cart,email
EVT-UIGJD3X4YH5H,4726,SES-ILP4VN2V27,2025-08-09 02:50:51,page_view,/account,google
EVT-OA7WKDPEHDM6,618,SES-NLS4SZXQ1K,2025-08-06 06:12:23,purchase,/cart,email
EVT-K6HGQ6SRP7B4,1572,SES-1QRRN5N5EH,2025-09-27 19:55:34,purchase,/checkout,direct
EVT-HJKWBJPCLMSP,2438,SES-Q403IVWACK,2025-11-08 12:50:01,click,/checkout,google
EVT-94RWGKG5KHL1,4456,SES-LN9TLYO674,2025-11-30 21:05:37,search,/cart,google
EVT-CRHM22SNJU9F,582,SES-DPHU2XRFNH,2025-11-09 09:33:05,add_to_cart,/home,direct
EVT-51NI4EUBYGS0,2255,SES-671PJ0AK26,2025-08-11 10:47:28,page_view,/cart,direct
EVT-JX9AMSM5R7GO,601,SES-9RYOHCKNEW,2025-12-29 00:31:39,add_to_cart,/products,google
EVT-KLVA2UHTJPK4,979,SES-JR73CKNU2M,2025-08-01 22:24:34,scroll,/cart,direct
EVT-W0KQ8SJQONTQ,515,SES-WM3728PU8H,2025-10-20 03:53:03,page_view,/product,email
EVT-X45JOQYNIT38,810,SES-N8XZ4OSU2M,2025-11-18 06:18:26,scroll,/home,social
EVT-CX5DNSVBCQ7G,2486,SES-A90DS1BHRN,2025-12-29 20:15:11,page_view,/account,direct
EVT-4ASMZX4NKIO5,1447,SES-LQLFWUUIU5,2025-11-08 05:39:17,click,/home,google
EVT-B6IIJPSHOXXA,469,SES-2W85YPS859,2025-11-13 07:38:48,add_to_cart,/cart,email
EVT-OZ5E7GGO46X1,630,SES-TXADN2TVDN,2025-12-11 08:07:03,add_to_cart,/product,direct
EVT-W1QXPH1Y3BQH,3383,SES-HBOBVGYIHU,2025-11-07 13:51:17,add_to_cart,/products,social
EVT-OK3ZY5SRO0L9,114,SES-IVGAYIUQGX,2025-08-09 12:21:27,click,/cart,social
EVT-LAYKE3ZCXU11,1226,SES-8UWTK7S1OQ,2025-12-10 02:13:51,click,/products,direct
EVT-TO0BOGCC1U86,4343,SES-O0J4EAISDK,2025-09-26 07:09:13,click,/product,direct
EVT-AG3U1SWYUTFE,1617,SES-0OKK0OJBQU,2025-12-02 21:25:37,click,/account,affiliate
EVT-FZ811ID07T3L,3318,SES-111VPIVXSY,2025-12-31 23:24:20,click,/cart,affiliate
EVT-JOKBZVYX9D18,4641,SES-TP4JULSXL8,2025-08-06 02:57:55,purchase,/cart,google
EVT-K9VAK1VPANGW,2671,SES-NV9UZI3LPL,2025-12-20 10:55:07,page_view,/products,direct
EVT-3PAJVF9I60K2,4814,SES-FWAFN21472,2025-10-02 12:33:41,click,/cart,google
EVT-3Z2Y3C0EQ4AW,4874,SES-J8NP9S8E9G,2025-11-26 07:48:19,page_view,/product,direct
EVT-8JHE5S517DXJ,3069,SES-F2FXX9XJUE,2025-10-04 14:05:11,click,/cart,social
EVT-17X6XDA71EBV,2538,SES-6IHRUJ9YCS,2025-09-21 13:38:21,page_view,/account,email
EVT-FWB5HSTS68CF,3175,SES-RK5SLSBJLV,2025-10-04 04:39:44,click,/account,google
EVT-FF8TX134L8XA,2638,SES-Y6L1XXX2N2,2025-12-03 10:16:18,page_view,/checkout,direct
EVT-FSUMUXQJCTPV,2223,SES-SUA5M4EO0X,2025-11-08 08:03:42,page_view,/product,email
EVT-EV64GROABEAW,52,SES-JJVHOIQND8,2025-12-14 23:40:51,click,/home,direct
EVT-QW29PY5KH2NX,2345,SES-M52GCF9SPQ,2025-11-04 10:28:59,page_view,/products,direct
EVT-XMS3RAG0KXXK,2223,SES-DNBLWD8M7A,2025-08-08 23:06:09,page_view,/support,google
EVT-XNOAD78QIG6U,4696,SES-MNDI5TBDJG,2025-08-14 01:10:26,page_view,/support,google
EVT-O3ZIN1A7KNE1,4267,SES-GGU5RPZH4Y,2025-08-24 06:19:51,search,/product,email
EVT-YBMZPSCTPN7Y,3109,SES-YBKHTAB92W,2025-11-01 12:04:38,page_view,/support,social
EVT-853J5SFMZQRS,1659,SES-C3BNECJQ42,2025-08-25 15:58:24,search,/home,google
EVT-JZO98IBOQ18O,3558,SES-7U1NVMEAGW,2025-12-12 11:24:33,add_to_cart,/home,google
EVT-VEUUR656EBJV,4551,SES-P82H6SGL5W,2025-12-07 01:42:41,page_view,/product,google
EVT-NFOWAPCQ7VG6,4823,SES-R6ZEBCVF6F,2025-10-26 10:37:09,click,/home,direct
EVT-N968XF6V8TH1,887,SES-OVK2HQKQ8F,2025-09-02 20:53:33,scroll,/home,email
EVT-05OSZQG6PKIS,3054,SES-KCEK2GPM4G,2025-12-20 00:27:08,click,/support,google
EVT-B8363DHTG1D9,2803,SES-HDOMSPFQLF,2025-09-25 20:25:16,page_view,/checkout,social
EVT-OB6KB9Z7FW0C,2198,SES-QEBIWRCQLA,2025-08-28 08:42:54,click,/cart,bing
EVT-20X450UHEH3R,4011,SES-6M04YPRPAQ,2025-08-29 13:01:32,click,/support,direct
EVT-FWTEVTX3NF27,636,SES-CCGZDN5V38,2025-08-23 21:30:11,add_to_cart,/support,direct
EVT-E6L8XCGMIURP,3015,SES-N2UIZIWNT0,2025-09-07 06:23:00,search,/checkout,google
EVT-V2WJ6O6U9179,3886,SES-Z85PRCPKFD,2025-09-12 23:26:58,page_view,/cart,direct
EVT-B9NT5DXI7QOD,2083,SES-TBJOJ02WY0,2025-08-10 09:39:23,page_view,/home,google
EVT-SU9F16X14AI7,175,SES-UFBC16LKS2,2025-08-27 02:51:41,page_view,/cart,direct
EVT-REFICGXLOARR,1057,SES-DVGONI9HIL,2025-12-14 18:22:11,scroll,/account,affiliate
EVT-XC9MIDUX8FMW,1749,SES-ZNKQ5A36E1,2025-10-24 23:00:59,click,/account,direct
EVT-4VCHRHBKGK9J,2763,SES-JQQXF2A8JC,2025-08-13 14:00:51,search,/checkout,bing
EVT-QTAJPP8OEI97,3469,SES-3MZWTY257W,2025-09-27 06:03:18,page_view,/products,direct
EVT-5YQL1V2W9Y49,2302,SES-UQQ4TNDNQB,2025-08-03 16:14:56,add_to_cart,/products,google
EVT-DZ8FTMJN8B3U,568,SES-VR081I1CCM,2025-11-08 17:10:03,page_view,/cart,direct
EVT-MAM003L4JZWY,4419,SES-N3DN1GZCV9,2025-11-12 02:39:49,search,/account,google
EVT-IX7BRRBAI3AL,1784,SES-NXBV30BMZW,2025-08-05 22:23:53,click,/products,google
EVT-6EJA1V2TG2AH,2144,SES-7539MH4QX4,2025-08-22 13:23:42,add_to_cart,/product,google
EVT-N110BS6TO8WY,4439,SES-95AJGATXPX,2025-10-05 01:46:21,page_view,/products,google
EVT-AQTFLVM8NYZH,2241,SES-ZQU3O193X2,2025-10-28 15:43:35,click,/cart,google
EVT-HIZEBG9K4SSB,2559,SES-3CUS50AV7H,2025-09-09 08:29:48,page_view,/home,email
EVT-1PBZVR8VBYEZ,1475,SES-4VCKU3CQBH,2025-10-27 19:00:53,page_view,/checkout,social
EVT-D43W95CH4FOD,4103,SES-EYYSM4YYQ3,2025-11-30 07:31:55,page_view,/products,email
EVT-MJMBFOGEVOKQ,330,SES-42DYQZS5DU,2025-08-05 01:12:33,click,/cart,direct
EVT-Y9FLVQARJZK0,4179,SES-PX06LBRHLV,2025-12-22 21:09:22,page_view,/account,affiliate
EVT-8CT6176C1K03,2674,SES-O2Y93FM348,2025-11-25 19:25:01,page_view,/checkout,social
EVT-U0UP229EOIZU,4623,SES-NI747X202V,2025-08-15 07:22:56,click,/product,email
EVT-7N9EN0KERTQH,890,SES-MBMP050ORN,2025-10-14 23:37:18,page_view,/home,google
EVT-NOL3OBOPAB05,762,SES-EEE0JQ9RVN,2025-10-19 06:25:33,page_view,/support,direct
EVT-DWJATE4VV9C0,1024,SES-97Y8XLTNVV,2025-08-18 12:08:21,click,/checkout,email
EVT-XFEVMY1QNQVI,1681,SES-1GFBCHZ6PU,2025-11-10 20:44:41,page_view,/support,social
EVT-EXGOBZPE8M3R,3257,SES-F3EDPVGNYH,2025-12-10 11:49:06,page_view,/account,bing
EVT-KL39VEL08KKL,1062,SES-C1RHLOE20R,2025-09-22 23:14:21,purchase,/checkout,google
EVT-SEAUZVMMH541,904,SES-ILLPGEY18J,2025-09-27 13:35:43,page_view,/cart,direct
EVT-OO5VYFRRLOA8,134,SES-SEUO4VKNQU,2025-11-20 18:53:14,click,/product,google
EVT-O34LPQK5FP7A,1126,SES-FEUCXSM72U,2025-10-24 07:37:48,page_view,/account,email
EVT-H2CSANHAPYWD,1965,SES-JZ4N1XL8YR,2025-10-14 17:40:12,scroll,/products,direct
EVT-RDPMPCEJCILP,2040,SES-R4CKCEKKLM,2025-09-27 10:52:03,page_view,/product,google
EVT-JZ80ND3Y9QB0,4189,SES-SZCLM4F8FW,2025-11-24 20:09:59,purchase,/home,email
EVT-E7CXSUO874OH,2850,SES-S0GV4QMP5J,2025-09-28 01:40:03,click,/support,direct
EVT-L5THLVJYQTAY,3212,SES-HDT6293TLO,2025-08-30 03:03:44,page_view,/products,direct
EVT-BGI0RR0TIAXU,3367,SES-1I7XJ2CZAF,2025-10-07 04:46:13,page_view,/support,email
EVT-FVPIG3YVR2EU,2912,SES-R0RWM4F7A4,2025-10-14 01:47:38,page_view,/product,direct
EVT-4KB57L1376QW,4870,SES-2S5WW7XHF4,2025-10-07 16:59:54,page_view,/home,google
EVT-VGFRI7FZ5XBI,2592,SES-WIQ8HLSWDL,2025-12-09 23:07:21,page_view,/checkout,email
EVT-GUJ9CWI2SKHK,4284,SES-R4KNBD9O45,2025-09-26 14:53:41,search,/checkout,email
EVT-XVS6AYLLD4YE,2184,SES-FG3MLOF683,2025-09-10 17:50:13,page_view,/support,social
EVT-O6PPYWH8EA32,4262,SES-MJOZGXUA4D,2025-08-04 00:35:09,page_view,/support,google
EVT-9HF1PW26RQH7,3549,SES-QXIN67273J,2025-09-08 03:42:45,add_to_cart,/checkout,google
EVT-O0ZBO70B2AUB,245,SES-YZBB27S9BU,2025-11-17 14:18:57,add_to_cart,/account,email
EVT-NBWGSKWD3X2K,1180,SES-1DGEJ1DG6F,2025-11-14 22:25:48,page_view,/support,google
EVT-B6JY5R1SPPN7,4926,SES-WRONBVPXD0,2025-11-16 08:05:45,add_to_cart,/checkout,google
EVT-4PF4IO2XM43O,1779,SES-6JGYPM2FM7,2025-08-11 21:38:55,click,/account,google
EVT-8JOCUJVXHSHV,2536,SES-2C6Z5TPWY0,2025-08-11 19:37:01,page_view,/support,google
EVT-1Y04Z4VCVZPV,437,SES-TUZG2VG35X,2025-09-23 06:37:00,page_view,/products,google
EVT-WLL5V2H31PHE,2271,SES-DKU6JEDAD3,2025-08-20 22:16:35,page_view,/support,google
EVT-IV6DDZV7TXX6,1825,SES-8YOUGE4OF6,2025-12-06 09:16:26,page_view,/checkout,direct
EVT-LK7IAZGQ095E,794,SES-33BQ6FWSKL,2025-10-15 05:54:34,page_view,/products,affiliate
EVT-GVT67K37FOQS,4269,SES-WS8ONKCTQ7,2025-11-27 02:31:14,page_view,/products,direct
EVT-R41S6EQXXCX9,1281,SES-VIN5LVDO8Y,2025-08-14 18:40:39,click,/product,direct
EVT-KNBZ9H0UNL0U,1739,SES-U98GFEX6DC,2025-12-01 03:03:07,add_to_cart,/checkout,google
EVT-T5JAYSYWU2GY,450,SES-LEDO515IGJ,2025-08-25 08:16:20,click,/account,google
EVT-IAW7FOE4C5PN,1955,SES-ZAE557O7RC,2025-11-14 14:19:31,click,/cart,social
EVT-EDL60YOKR78L,615,SES-I2AFI41JIP,2025-11-14 17:22:18,search,/support,email
EVT-1MRD8JPABSM2,4322,SES-23RB1W0XWX,2025-11-11 17:48:02,search,/checkout,email
EVT-OTEYMOMLF65J,739,SES-VTX6POQBT5,2025-08-10 02:50:27,search,/cart,social
EVT-1VRKF4HT69A1,1632,SES-5REBXGKYA3,2025-08-14 10:48:46,page_view,/checkout,social
EVT-4350Q8OBW3J6,4172,SES-Z5NCY31ZR7,2025-12-11 01:59:08,page_view,/products,direct
EVT-SOG2LBWTBV50,3666,SES-KQ9MGM5P39,2025-08-22 09:53:48,click,/checkout,google
EVT-HYA1W3RR43UR,69,SES-VHG9P01ZUL,2025-10-14 08:35:00,page_view,/checkout,google
EVT-4MFJHOJALBH1,1875,SES-GTDT2SGNGY,2025-08-29 03:16:11,page_view,/account,google
EVT-NYKS9URXIJAM,870,SES-F4TPA50BG5,2025-12-13 18:52:01,page_view,/checkout,bing
EVT-31BXPGWJX3BI,1394,SES-M61ISVUCCP,2025-12-24 18:27:41,scroll,/checkout,google
EVT-D6V1LK4AGLBD,3471,SES-UGCGIZZM39,2025-09-04 10:49:49,page_view,/product,google
EVT-0XQTQV8ELSPJ,3192,SES-9ARAU76UXV,2025-10-10 09:09:56,page_view,/support,google
EVT-6SFAS04LX5Z3,3120,SES-2O2QSZO1I7,2025-11-02 14:08:40,page_view,/product,direct
EVT-JUFXH8P0MTZ1,2116,SES-36MV3T0KG6,2025-08-04 22:28:45,add_to_cart,/products,google
EVT-FPR7H4PZNGVX,3966,SES-UMH4GBLCKU,2025-09-20 07:29:57,page_view,/products,email
EVT-XYN9T61QSKFN,377,SES-HYD07DVRMY,2025-11-02 08:11:28,page_view,/cart,google
EVT-NMLWVAPFE0HR,2324,SES-93POMV7MBC,2025-08-30 06:22:55,scroll,/products,affiliate
EVT-QSU95IYUB31P,2816,SES-I56FJPZ42Q,2025-11-02 10:21:50,add_to_cart,/product,email
EVT-35ZWQYT39UZC,1942,SES-8BZ53GWTFC,2025-11-18 20:01:51,add_to_cart,/products,google
EVT-2PLHS95TWBQH,205,SES-C2SW01M4Y0,2025-10-13 17:50:54,scroll,/cart,direct
EVT-SMCRCUN91WG3,745,SES-4LF3CF08P1,2025-12-20 07:10:09,page_view,/cart,bing
EVT-HJSOS58YOFVY,3137,SES-R3CL4H9DAT,2025-10-26 12:13:15,add_to_cart,/product,email
EVT-G72VWMD5TFU2,1550,SES-O9BP12UJ3A,2025-12-18 18:55:32,page_view,/account,google
EVT-SNX1SE3XR6N1,4421,SES-3TSAZK8ZY7,2025-10-15 20:12:37,click,/products,direct
EVT-8BEQERFTNVIJ,2426,SES-ESKZADBS9C,2025-08-26 16:03:32,page_view,/support,google
EVT-ZX4XVQBZBRQW,2865,SES-WQQ2G1KVR6,2025-12-12 16:36:00,page_view,/cart,direct
EVT-5259GMQ2P014,3974,SES-AX8KXXJ0LE,2025-11-09 04:51:47,page_view,/account,social
EVT-X5DLWY1P6MXS,4777,SES-BN52KOCWDE,2025-11-23 09:33:08,page_view,/account,google
EVT-WY0SZKBNSH8L,671,SES-MM0UEZ19YE,2025-12-21 16:46:15,click,/products,direct
EVT-LRB7DFIXLBO9,3418,SES-I8P4YEDN2Z,2025-11-14 17:16:04,click,/products,direct
EVT-EWO7TCBW5QQB,3066,SES-2V17TZ63RR,2025-11-11 23:51:34,click,/support,email
EVT-5I92WMSJ9UK6,1728,SES-PNCSQC2VD8,2025-12-25 15:51:35,page_view,/account,email
EVT-93P483CHELHR,4027,SES-IQWFJRBNVL,2025-11-12 14:29:41,page_view,/product,google
EVT-X5M8NZF6YXIS,2933,SES-0OS3X23IET,2025-10-16 22:21:09,click,/product,google
EVT-81HBUDU7XX9I,3815,SES-YR9X20BW2M,2025-11-03 12:57:34,click,/products,google
EVT-GD40CM0TU2AQ,1704,SES-RLLGU1TLXZ,2025-11-15 21:09:49,page_view,/checkout,google
EVT-HKNQJGE0UTX7,3087,SES-B63V1VQYLB,2025-11-20 04:15:00,click,/checkout,social
EVT-R07VPPM86CXO,3265,SES-OS46A908CM,2025-09-21 08:07:12,add_to_cart,/home,google
EVT-TX76D2KJRZCV,4542,SES-QXGYMYMMHL,2025-08-18 02:44:08,page_view,/home,direct
EVT-3HRQA9VZEOX9,54,SES-K1B17ZYQZS,2025-09-26 19:04:06,page_view,/home,direct
EVT-81BF8W80UXN3,692,SES-S8V5X6E9D7,2025-09-02 23:42:29,page_view,/product,direct
EVT-E6OQE09O8A90,4100,SES-0QFX7A1L1C,2025-11-12 17:16:57,search,/products,google
EVT-6K37E4EY9JVB,257,SES-EGOYNRY6K7,2025-12-10 01:59:36,page_view,/support,google
EVT-6HPPHPM0D5WL,3433,SES-AYLPRSJJ8E,2025-08-19 20:31:55,page_view,/support,direct
EVT-WJOJAFI4CKOM,834,SES-K38CJTQEAE,2025-08-07 12:41:03,search,/cart,social
EVT-5F33DNREHU2M,2530,SES-Q2IFQBKK2B,2025-08-26 01:53:08,page_view,/products,google
EVT-6NWMUFGYN53K,2897,SES-ILNPT95XJ3,2025-10-26 17:15:14,click,/products,direct
EVT-BH423L90MCZH,1162,SES-Y1XC2I92PV,2025-11-06 01:44:42,page_view,/home,direct
EVT-7827JTRG6IAQ,3523,SES-07UJ4FQKSD,2025-12-14 01:29:35,scroll,/products,google
EVT-IIJNN0DYK3FD,473,SES-7GDP9II37Y,2025-12-19 09:00:03,purchase,/support,direct
EVT-J2QSVLC5AALI,2027,SES-3D2FNC3CII,2025-09-01 05:10:10,click,/home,direct
EVT-RPDGZ2SC0T8D,1638,SES-1J0F53QB38,2025-09-03 00:22:20,page_view,/products,direct
EVT-HDDCIROW8A2C,3549,SES-YHEDXFE3JW,2025-12-24 11:33:58,page_view,/cart,google
EVT-QBYWLKLQBXXA,2241,SES-E46XAAD0XH,2025-09-24 20:25:19,click,/checkout,direct
EVT-53XI3C7G0ABG,2355,SES-2MECYJXP7X,2025-09-12 13:26:51,page_view,/checkout,direct
EVT-B8PMX76AL3G0,4855,SES-80NHJE1E3D,2025-12-30 08:54:48,click,/product,social
EVT-D2AOBLJ0UA9O,906,SES-YYWZL0OZT4,2025-12-27 07:36:00,click,/cart,direct
EVT-6H0FEEB9I9EX,1184,SES-LH19L8OEXN,2025-12-24 20:34:23,purchase,/support,google
EVT-BNXDXWBC1JLI,2220,SES-TJW3X8GGHT,2025-12-20 17:18:14,page_view,/products,direct
EVT-DIGGN92F0J3O,3645,SES-V3SY80W5GS,2025-08-19 12:57:41,click,/cart,direct
EVT-KEKSK2VPAJSP,1089,SES-M7RBRXDY63,2025-09-26 20:34:50,add_to_cart,/products,email
EVT-J00VMPQYW5IX,1193,SES-3M236MKZRR,2025-10-19 19:57:49,click,/cart,direct
EVT-TWGQIO1MGN8N,2129,SES-K6UJVBP3BA,2025-08-02 05:06:45,purchase,/cart,direct
EVT-L4J1OF25SWOK,3452,SES-U57OTE0Q32,2025-09-18 12:49:45,page_view,/checkout,google
EVT-J2NI4ZF5187O,3842,SES-RV23U65XNU,2025-10-29 18:55:05,add_to_cart,/cart,direct
EVT-ZYMUZZO15U50,332,SES-FA4AFM3MHP,2025-08-22 13:13:40,search,/product,google
EVT-FH61N7FDRFQX,1212,SES-DPU943FWJB,2025-10-30 03:12:58,page_view,/products,direct
EVT-780TIJ7KTSPY,1049,SES-UOEY6DRHY1,2025-08-29 16:10:48,page_view,/home,direct
EVT-A2OTKQXW112C,4089,SES-HNXIYYVIWS,2025-08-06 13:34:40,page_view,/cart,direct
EVT-D4YSD6SHQBA3,2276,SES-T87QUF7P2R,2025-12-01 08:23:22,click,/home,affiliate
EVT-RNQF3ADTPRTZ,1635,SES-6U0M2V0MW4,2025-10-24 22:12:43,click,/checkout,google
EVT-UF0UE99OH12P,3606,SES-05G00R5Y52,2025-12-01 06:46:21,page_view,/home,google
EVT-GX409WNZMO7G,503,SES-PDI47KAH8O,2025-11-12 17:35:20,add_to_cart,/product,bing
EVT-DE74V6AOUSX9,3570,SES-XENQ7JBX9K,2025-08-14 10:20:26,purchase,/product,email
EVT-DXZNKQWQYO6I,1080,SES-7MNCTICEAA,2025-10-09 23:20:05,search,/checkout,google
EVT-LVB8DM1AOZUJ,1335,SES-E5EZFRXYMM,2025-12-17 05:18:15,click,/support,email
EVT-V1CIJJRX3XHY,4648,SES-2798P7PRJH,2025-11-10 11:00:15,click,/product,google
EVT-TDBU2J085RHC,4019,SES-HZH139Q0EP,2025-10-08 14:40:56,search,/products,google
EVT-JTDAKXVX1BL6,4217,SES-8V1UC8EANR,2025-10-18 08:40:10,page_view,/support,email
EVT-F6FU547OTB85,2074,SES-1CGWJ9S8U2,2025-09-07 01:36:42,click,/product,social
EVT-VIF81J67KJFC,4055,SES-87M5C6REAG,2025-10-01 03:17:21,click,/support,direct
EVT-LCCR9D47D7NC,23,SES-UUCQB39BW4,2025-10-19 22:25:05,page_view,/cart,google
EVT-2DZDRHEZUL4A,1850,SES-Q46DERG870,2025-12-24 17:57:40,page_view,/account,bing
EVT-E6YA8S2DDET4,2164,SES-SB9FYY9V3Z,2025-11-25 05:15:21,page_view,/product,direct
EVT-KERZ1V8RSRKP,480,SES-SOZACFAXR5,2025-12-04 13:11:45,page_view,/support,social
EVT-VI2C7RWE9EUK,2355,SES-7EV1KGVXLO,2025-08-24 01:52:25,click,/products,google
EVT-IFM5CI7HBVPX,2749,SES-BICLW2WZ8E,2025-11-07 08:44:03,purchase,/checkout,google
EVT-NOJMGL1RLCFN,2540,SES-M2BGA7SCPA,2025-12-13 04:10:16,page_view,/product,direct
EVT-R37QTZJS6PVS,4865,SES-V7QA80EHAP,2025-08-14 21:52:35,page_view,/products,direct
EVT-9V9BD9ZMQ77H,1144,SES-WPXS2LYM9V,2025-11-02 08:03:32,click,/cart,direct
EVT-NS54GWDFO1NN,2334,SES-UDMK3P6OWY,2025-08-24 18:17:17,page_view,/account,direct
EVT-J5RXC4XJ4A3S,2646,SES-EGPMTE1EL8,2025-08-13 05:09:09,page_view,/home,google
EVT-8PGBZQ35AW3O,839,SES-IT1LB8JOD5,2025-12-25 21:39:34,page_view,/home,email
EVT-VY92DEFQGSEM,1850,SES-JGK546D27Z,2025-08-29 19:40:22,page_view,/checkout,google
EVT-2FITGUKTQ5SM,3387,SES-5Q8P6U5PS4,2025-08-22 09:50:22,page_view,/checkout,direct
EVT-VVBJB1JVEN2Z,2853,SES-768TQW8DO3,2025-08-02 05:54:11,page_view,/home,direct
EVT-7MB41G877FXV,2210,SES-PX9KDQIUT6,2025-11-11 08:27:46,add_to_cart,/home,google
EVT-7A7KX7MR9VQI,1393,SES-HRCFU5D0MY,2025-09-05 10:31:00,page_view,/checkout,google
EVT-ET4AKW6ZLKW5,3257,SES-SF699PAPKR,2025-09-07 01:49:40,page_view,/home,affiliate
EVT-E11DXKU2K5EB,1960,SES-VOCSQOU966,2025-08-18 22:55:51,search,/product,email
EVT-DSTVAHM9UZA9,276,SES-FB818Y8F88,2025-09-20 13:23:21,click,/support,email
EVT-QVEFHX0ZJ7IZ,4625,SES-1EN699FIA2,2025-12-21 16:01:45,page_view,/account,direct
EVT-VA3T862VL1TK,1460,SES-QSU2EIZG1N,2025-12-06 21:38:39,page_view,/account,email
EVT-U04VPWYMFVTA,3332,SES-AT0A573HXB,2025-08-17 04:18:56,click,/products,direct
EVT-CBLQI1N6CLPD,959,SES-8B6J393OXE,2025-11-20 22:24:52,click,/support,google
EVT-IXCVTFHAKROW,1842,SES-SP7J6V4523,2025-10-16 19:25:36,page_view,/checkout,google
EVT-X4KK1R6L5AKG,4060,SES-ARBBR7DKI5,2025-08-22 14:25:22,page_view,/products,google
EVT-06GKABCZLZM7,4146,SES-BBKV0X96KN,2025-12-01 07:02:24,search,/cart,direct
EVT-ODTLK87N4UNF,3378,SES-PXW4NSZP56,2025-12-06 09:02:53,click,/cart,google
EVT-FQI1HF2YKGIC,2525,SES-6Z230JNSPS,2025-10-29 06:53:00,page_view,/product,direct
EVT-X7FNBA3VO6YV,488,SES-KTRCGS5WJ0,2025-12-10 16:10:10,page_view,/cart,direct
EVT-PDKFEEKOT16M,2128,SES-VSGHJUCFHH,2025-08-07 15:04:22,page_view,/checkout,bing
EVT-IGOVR9AHEMBH,1941,SES-54S47EUAQ3,2025-12-16 16:39:29,page_view,/product,affiliate
EVT-4VSK23AFPYBU,2454,SES-H8XAZ8J2P7,2025-08-15 00:11:01,search,/support,email
EVT-XHWRRVAXGUMD,4015,SES-RN3J0QZOKP,2025-09-09 18:23:34,page_view,/product,google
EVT-F4NZKRSN8L0U,3798,SES-VIDDY0NXR2,2025-11-10 19:58:19,scroll,/account,direct
EVT-W6IK209EI8XQ,4351,SES-YQ373ZN5RO,2025-12-22 09:11:07,page_view,/checkout,direct
EVT-6TCLK04P2EK1,960,SES-UES0MXVL57,2025-11-06 22:49:37,page_view,/home,direct
EVT-HW67Y9PPPCGQ,2564,SES-CNKWSTVS9Q,2025-11-28 23:31:22,page_view,/account,affiliate
EVT-6PE2FDZLTOCZ,464,SES-KJFPYTYOVV,2025-08-18 15:52:26,click,/products,google
EVT-CECERT7AWRPM,1937,SES-T2IS2JC2FO,2025-08-02 14:34:12,click,/checkout,email
EVT-EHRTVCE3SKSO,4132,SES-8HBF5JCDZ9,2025-11-28 12:21:45,click,/account,email
EVT-6DKFLAB0QM6U,16,SES-3I36DE5JAM,2025-12-24 06:35:07,click,/home,google
EVT-T6FIZHJMXSNW,4071,SES-SLSLEKFOMJ,2025-09-23 01:34:07,page_view,/home,social
EVT-ER8ZDXHYOU5M,919,SES-OQJQ8HCQUT,2025-11-05 03:54:24,add_to_cart,/cart,direct
EVT-HSBDJ532FPKP,1614,SES-XQ7XL886P5,2025-10-12 15:51:23,page_view,/support,google
EVT-555N2R9LM86R,823,SES-XH4ZUZ0PJQ,2025-12-21 12:36:51,click,/account,social
